centers,occ_mode,occ_159,occ_841
0.041066235286112425,0.8042636021434613,0.48450622883365885,1.3240590963446683
0.07695062717040137,0.6363441724068758,0.4636045671677921,1.410641194474298
0.14419142589193176,0.23607067962295686,0.17890753572764842,0.761764872734849
0.2701884060633835,1.2735335495449425,0.8433683583865731,2.0647965256764973
0.5062837427364444,0.9318960032937371,0.7404550528658669,1.9673040078715371
0.948683298050514,4.250992844990487,3.832020928760159,6.193635343580994
1.7776592926637031,2.860401797296989,2.1549005150186282,3.855999677701344
3.331008954502914,4.675527819287175,3.6992961299535563,6.153319087449354
6.241702614651514,4.852209854537437,3.873256039979699,6.531875707151656
11.695811107647222,2.5583769621216383,1.5084993358569982,4.979845298822964
21.915814627993374,0.741842278247248,1.201125117293162,8.171172308099942
